地面点坐标：	X	Y	Z
	-10640.809	5057.667	2305.598
地面点坐标：	X	Y	Z
	-10652.780	5054.074	2304.349
地面点坐标：	X	Y	Z
	-10671.327	5048.214	2302.009
地面点坐标：	X	Y	Z
	-10683.820	5044.599	2300.909
地面点坐标：	X	Y	Z
	-10703.047	5038.832	2298.905
地面点坐标：	X	Y	Z
	-10715.223	5035.068	2297.432
地面点坐标：	X	Y	Z
	-10746.263	5025.594	2293.991
